평가년도,도서관구분,도서관명,행정구역,시군구,장서수,사서수,대출자수,대출권수,도서예산
2022,LIBTYPE000004,경복고등학교,서울,종로구,31772,1,726,970,16600000
2022,LIBTYPE000004,경신고등학교,서울,종로구,18468,1,1689,2759,15500000
2022,LIBTYPE000004,대신고등학교,서울,종로구,18673,1,969,1353,15000000
2022,LIBTYPE000004,동성고등학교,서울,종로구,25032,2,1853,2434,10000000
2022,LIBTYPE000004,중앙고등학교,서울,종로구,23347,1,1788,3464,11300000
2022,LIBTYPE000004,덕성여자고등학교,서울,종로구,9742,1,43,55,5000000
2022,LIBTYPE000004,배화여자고등학교,서울,종로구,25427,2,967,1281,10000000
2022,LIBTYPE000004,상명대학교사범대학부속여자고등학교,서울,종로구,18547,1,1117,1344,10000000
2022,LIBTYPE000004,서울과학고등학교,서울,종로구,25696,0,392,623,20000000
2022,LIBTYPE000004,서울예술고등학교,서울,종로구,15955,1,313,392,6000000
2022,LIBTYPE000004,서울국제고등학교,서울,종로구,32754,0,724,937,39000000
2022,LIBTYPE000004,경기상업고등학교,서울,종로구,18163,0,590,962,11500000
2022,LIBTYPE000004,서일문화예술고등학교,서울,종로구,9116,0,262,719,6000000
2022,LIBTYPE000004,대동세무고등학교,서울,종로구,25183,1,1248,2386,9500000
2022,LIBTYPE000004,서울대학교사범대학부설초등학교,서울,종로구,34935,1,2681,7298,12000000
2022,LIBTYPE000004,서울교동초등학교,서울,종로구,17300,0,3828,6301,8200000
2022,LIBTYPE000004,서울독립문초등학교,서울,종로구,14047,0,6863,10008,10568000
2022,LIBTYPE000004,서울매동초등학교,서울,종로구,13685,0,912,1417,8500000
2022,LIBTYPE000004,서울명신초등학교,서울,종로구,18261,0,8705,17509,5000000
2022,LIBTYPE000004,서울세검정초등학교,서울,종로구,19691,0,5068,10950,12474000
2022,LIBTYPE000004,서울재동초등학교,서울,종로구,13800,0,2529,4193,12160000
2022,LIBTYPE000004,서울창신초등학교,서울,종로구,18132,0,5604,11019,12000000
2022,LIBTYPE000004,서울청운초등학교,서울,종로구,21029,0,11745,18894,12000000
2022,LIBTYPE000004,서울혜화초등학교,서울,종로구,22157,0,18027,20634,10610000
2022,LIBTYPE000004,서울효제초등학교,서울,종로구,21493,1,3798,5837,10000000
2022,LIBTYPE000004,상명대학교사범대학부속초등학교,서울,종로구,19172,0,16507,29435,2500000
2022,LIBTYPE000004,운현초등학교,서울,종로구,13516,0,2513,5285,3000000
2022,LIBTYPE000004,서울대학교사범대학부설여자중학교,서울,종로구,18698,0,1536,1661,8000000
2022,LIBTYPE000004,청운중학교,서울,종로구,26997,0,222,273,14000000
2022,LIBTYPE000004,경신중학교,서울,종로구,3954,0,1042,1263,10800000
2022,LIBTYPE000004,대신중학교,서울,종로구,10539,0,726,912,4500000
2022,LIBTYPE000004,동성중학교,서울,종로구,10985,0,173,221,2500000
2022,LIBTYPE000004,중앙중학교,서울,종로구,20638,0,580,1262,11000000
2022,LIBTYPE000004,덕성여자중학교,서울,종로구,11696,0,311,378,7000000
2022,LIBTYPE000004,배화여자중학교,서울,종로구,20180,0,535,721,7000000
2022,LIBTYPE000004,상명대학교사범대학부속여자중학교,서울,종로구,13481,0,1803,2649,8900000
2022,LIBTYPE000004,성동고등학교,서울,중구,24744,1,411,654,16000000
2022,LIBTYPE000004,장충고등학교,서울,중구,15749,1,991,1374,13600000
2022,LIBTYPE000004,환일고등학교,서울,중구,16355,0,267,435,12280000
2022,LIBTYPE000004,이화여자고등학교,서울,중구,44704,1,2608,4748,15000000
2022,LIBTYPE000004,이화여자외국어고등학교,서울,중구,15366,0,394,522,6000000
2022,LIBTYPE000004,성동공업고등학교,서울,중구,16720,0,638,1250,10000000
2022,LIBTYPE000004,리라아트고등학교,서울,중구,9642,0,36,49,4000000
2022,LIBTYPE000004,한양공업고등학교,서울,중구,13523,1,0,0,10000000
2022,LIBTYPE000004,성동글로벌경영고등학교,서울,중구,22499,0,50,101,3000000
2022,LIBTYPE000004,서울의료보건고등학교,서울,중구,12295,0,0,0,2000000
2022,LIBTYPE000004,대경생활과학고등학교,서울,중구,14751,1,506,1404,5000000
2022,LIBTYPE000004,서울광희초등학교,서울,중구,17352,0,5007,8620,10800000
2022,LIBTYPE000004,서울남산초등학교,서울,중구,13779,0,650,989,7000000
2022,LIBTYPE000004,서울덕수초등학교,서울,중구,24892,0,5164,8185,8500000
2022,LIBTYPE000004,서울봉래초등학교,서울,중구,23395,0,112,713,15000000
2022,LIBTYPE000004,서울장충초등학교,서울,중구,21606,0,3110,3696,11764000
2022,LIBTYPE000004,서울청구초등학교,서울,중구,35163,0,5136,8518,2000000
2022,LIBTYPE000004,서울충무초등학교,서울,중구,15397,0,3233,5617,6000000
2022,LIBTYPE000004,서울흥인초등학교,서울,중구,16677,0,1069,4673,10350000
2022,LIBTYPE000004,서울신당초등학교,서울,중구,19883,0,12234,20983,9400000
2022,LIBTYPE000004,동산초등학교,서울,중구,5294,0,3961,5873,10000000
2022,LIBTYPE000004,리라초등학교,서울,중구,20537,0,5890,11780,10000000
2022,LIBTYPE000004,숭의초등학교,서울,중구,17494,0,1153,1982,11200000
2022,LIBTYPE000004,덕수중학교,서울,중구,15210,0,655,868,8000000
2022,LIBTYPE000004,금호여자중학교,서울,중구,16855,0,903,2029,15000000
2022,LIBTYPE000004,장원중학교,서울,중구,16096,0,1970,2516,5000000
2022,LIBTYPE000004,창덕여자중학교,서울,중구,12652,0,419,630,9000000
2022,LIBTYPE000004,대경중학교,서울,중구,5768,0,100,483,18000000
2022,LIBTYPE000004,장충중학교,서울,중구,15480,0,944,1460,10100000
2022,LIBTYPE000004,한양중학교,서울,중구,10141,0,841,1036,9681000
2022,LIBTYPE000004,환일중학교,서울,중구,8730,0,229,372,9568000
2022,LIBTYPE000004,용산고등학교,서울,용산구,19875,1,919,1981,17748000
2022,LIBTYPE000004,중경고등학교,서울,용산구,11809,0,94,141,6500000
2022,LIBTYPE000004,배문고등학교,서울,용산구,15878,1,1497,2114,13200000
2022,LIBTYPE000004,오산고등학교,서울,용산구,6572,0,340,1520,13000000
2022,LIBTYPE000004,보성여자고등학교,서울,용산구,20157,1,1224,2680,15000000
2022,LIBTYPE000004,성심여자고등학교,서울,용산구,31517,1,401,435,10900000
2022,LIBTYPE000004,신광여자고등학교,서울,용산구,33081,1,2237,3339,15500000
2022,LIBTYPE000004,용산철도고등학교,서울,용산구,17790,0,1152,1390,8000000
2022,LIBTYPE000004,서울디지텍고등학교,서울,용산구,3855,0,1224,6120,4500000
2022,LIBTYPE000004,선린인터넷고등학교,서울,용산구,18169,0,223,304,6500000
2022,LIBTYPE000004,서울금양초등학교,서울,용산구,13351,0,0,0,9800000
2022,LIBTYPE000004,서울남정초등학교,서울,용산구,16903,0,56,72,10000000
2022,LIBTYPE000004,서울보광초등학교,서울,용산구,20853,0,3597,6032,10512000
2022,LIBTYPE000004,서울삼광초등학교,서울,용산구,16241,1,1965,2972,14234000
2022,LIBTYPE000004,서울서빙고초등학교,서울,용산구,19090,0,3650,4718,15500000
2022,LIBTYPE000004,서울신용산초등학교,서울,용산구,20251,1,7784,15490,14000000
2022,LIBTYPE000004,서울용산초등학교,서울,용산구,22229,0,8578,21842,10100000
2022,LIBTYPE000004,서울용암초등학교,서울,용산구,16503,0,1648,2358,8510000
2022,LIBTYPE000004,서울원효초등학교,서울,용산구,20764,0,7714,13804,10639000
2022,LIBTYPE000004,서울이태원초등학교,서울,용산구,18955,0,7233,14938,11500000
2022,LIBTYPE000004,서울청파초등학교,서울,용산구,20923,0,2139,13163,10735000
2022,LIBTYPE000004,서울한강초등학교,서울,용산구,25151,1,1028,6738,9000000
2022,LIBTYPE000004,서울한남초등학교,서울,용산구,16465,0,4201,7856,9822000
2022,LIBTYPE000004,서울후암초등학교,서울,용산구,15221,0,5932,10158,9672000
2022,LIBTYPE000004,신광초등학교,서울,용산구,45619,0,33790,75298,30000000
2022,LIBTYPE000004,선린중학교,서울,용산구,14050,0,898,1087,8000000
2022,LIBTYPE000004,용강중학교,서울,용산구,23361,0,1528,2000,14200000
2022,LIBTYPE000004,용산중학교,서울,용산구,15397,0,538,584,10300000
2022,LIBTYPE000004,한강중학교,서울,용산구,20445,0,1047,1630,10000000
2022,LIBTYPE000004,배문중학교,서울,용산구,12709,0,1193,1816,6000000
2022,LIBTYPE000004,오산중학교,서울,용산구,8473,0,1384,1738,8000000
2022,LIBTYPE000004,보성여자중학교,서울,용산구,10070,0,978,4013,11700000
2022,LIBTYPE000004,신광여자중학교,서울,용산구,33081,0,2237,3339,8240000
2022,LIBTYPE000004,성심여자중학교,서울,용산구,9321,0,51,196,3000000
2022,LIBTYPE000004,무학여자고등학교,서울,성동구,18249,0,558,903,14950000
2022,LIBTYPE000004,경일고등학교,서울,성동구,19653,1,1093,1662,12000000
2022,LIBTYPE000004,성수고등학교,서울,성동구,15128,0,447,656,13690000
2022,LIBTYPE000004,도선고등학교,서울,성동구,12845,1,887,1140,16000000
2022,LIBTYPE000004,금호고등학교,서울,성동구,13525,0,866,1120,15400000
2022,LIBTYPE000004,한양대학교사범대학부속고등학교,서울,성동구,15660,1,420,646,12000000
2022,LIBTYPE000004,서울방송고등학교,서울,성동구,13269,0,146,471,15100000
2022,LIBTYPE000004,성수공업고등학교,서울,성동구,19457,0,107,282,12650000
2022,LIBTYPE000004,덕수고등학교,서울,성동구,21700,0,66,221,6120000
2022,LIBTYPE000004,서울경동초등학교,서울,성동구,41084,1,18784,33419,12400000
2022,LIBTYPE000004,서울경수초등학교,서울,성동구,24647,0,1747,9451,13526000
2022,LIBTYPE000004,서울경일초등학교,서울,성동구,24405,0,2572,4210,10000000
2022,LIBTYPE000004,서울금북초등학교,서울,성동구,33922,2,27627,53815,12000000
2022,LIBTYPE000004,서울금옥초등학교,서울,성동구,19442,0,5800,9739,11500000
2022,LIBTYPE000004,서울금호초등학교,서울,성동구,18743,0,4711,8251,17000000
2022,LIBTYPE000004,서울동명초등학교,서울,성동구,22063,0,11865,21043,13000000
2022,LIBTYPE000004,서울무학초등학교,서울,성동구,30929,0,5522,9007,17000000
2022,LIBTYPE000004,서울사근초등학교,서울,성동구,16898,0,9243,16211,8000000
2022,LIBTYPE000004,서울성수초등학교,서울,성동구,31143,0,4238,8264,10800000
2022,LIBTYPE000004,서울옥수초등학교,서울,성동구,24150,0,9013,14607,13500000
2022,LIBTYPE000004,서울옥정초등학교,서울,성동구,34014,0,12092,18891,14336000
2022,LIBTYPE000004,서울용답초등학교,서울,성동구,17892,0,8055,12851,6000000
2022,LIBTYPE000004,서울행당초등학교,서울,성동구,16905,0,11177,16940,12000000
2022,LIBTYPE000004,서울응봉초등학교,서울,성동구,12971,0,5227,9234,12000000
2022,LIBTYPE000004,서울마장초등학교,서울,성동구,26757,0,1978,2955,13000000
2022,LIBTYPE000004,서울행현초등학교,서울,성동구,35146,0,8356,16772,14000000
2022,LIBTYPE000004,서울송원초등학교,서울,성동구,24401,0,3997,6477,13000000
2022,LIBTYPE000004,서울동호초등학교,서울,성동구,19666,0,10268,13082,10464000
2022,LIBTYPE000004,서울숭신초등학교,서울,성동구,18691,0,15205,21349,12000000
2022,LIBTYPE000004,한양초등학교,서울,성동구,37556,0,16520,45008,20000000
2022,LIBTYPE000004,경수중학교,서울,성동구,24918,0,1661,2202,7000000
2022,LIBTYPE000004,광희중학교,서울,성동구,28812,0,893,1268,12000000
2022,LIBTYPE000004,동마중학교,서울,성동구,20946,0,832,1073,9000000
2022,LIBTYPE000004,성수중학교,서울,성동구,14093,0,2176,4649,2000000
2022,LIBTYPE000004,옥정중학교,서울,성동구,18115,0,2284,3313,7180000
2022,LIBTYPE000004,무학중학교,서울,성동구,19914,0,1658,2124,15000000
2022,LIBTYPE000004,성원중학교,서울,성동구,17332,0,1198,1783,7740000
2022,LIBTYPE000004,행당중학교,서울,성동구,20667,0,1564,1839,13640000
2022,LIBTYPE000004,경일중학교,서울,성동구,21231,0,563,720,10000000
2022,LIBTYPE000004,마장중학교,서울,성동구,20748,0,1262,2133,10360000
2022,LIBTYPE000004,한양대학교사범대학부속중학교,서울,성동구,9931,0,745,891,9000000
2022,LIBTYPE000004,광남고등학교,서울,광진구,20636,1,726,1259,19000000
2022,LIBTYPE000004,광양고등학교,서울,광진구,21787,1,367,736,10000000
2022,LIBTYPE000004,자양고등학교,서울,광진구,23231,2,726,1240,11000000
2022,LIBTYPE000004,건국대학교사범대학부속고등학교,서울,광진구,23283,1,919,1338,15600000
2022,LIBTYPE000004,대원고등학교,서울,광진구,4801,0,784,1586,2000000
2022,LIBTYPE000004,대원여자고등학교,서울,광진구,16467,0,435,530,3200000
2022,LIBTYPE000004,동국대학교사범대학부속여자고등학교,서울,광진구,29949,0,1314,1579,10000000
2022,LIBTYPE000004,선화예술고등학교,서울,광진구,20842,0,318,463,8000000
2022,LIBTYPE000004,서울광남초등학교,서울,광진구,32562,0,24046,24516,15000000
2022,LIBTYPE000004,서울광장초등학교,서울,광진구,20166,0,9697,15344,9500000
2022,LIBTYPE000004,서울구남초등학교,서울,광진구,28054,1,4600,6473,14000000
2022,LIBTYPE000004,서울구의초등학교,서울,광진구,20138,0,6941,12404,12000000
2022,LIBTYPE000004,서울동의초등학교,서울,광진구,29469,0,1725,3035,11339000
2022,LIBTYPE000004,서울동자초등학교,서울,광진구,23051,0,3806,8251,8000000
2022,LIBTYPE000004,서울성자초등학교,서울,광진구,24157,0,21376,34780,10000000
2022,LIBTYPE000004,서울신양초등학교,서울,광진구,35405,0,10199,12513,11000000
2022,LIBTYPE000004,서울신자초등학교,서울,광진구,14611,0,5102,7571,15000000
2022,LIBTYPE000004,서울양남초등학교,서울,광진구,12120,0,3416,6991,11000000
2022,LIBTYPE000004,서울용곡초등학교,서울,광진구,20398,0,6633,9037,10000000
2022,LIBTYPE000004,서울용마초등학교,서울,광진구,28538,0,10847,21605,10000000
2022,LIBTYPE000004,서울자양초등학교,서울,광진구,18878,0,9072,13445,13000000
2022,LIBTYPE000004,서울장안초등학교,서울,광진구,35173,0,193,201,12000000
2022,LIBTYPE000004,서울중광초등학교,서울,광진구,20931,0,8642,12801,9202000
2022,LIBTYPE000004,서울중마초등학교,서울,광진구,21012,0,3126,4302,10800000
2022,LIBTYPE000004,서울화양초등학교,서울,광진구,21665,0,1881,3086,7200000
2022,LIBTYPE000004,서울광진초등학교,서울,광진구,30035,0,5577,7444,12400000
2022,LIBTYPE000004,서울양진초등학교,서울,광진구,29509,0,15403,22743,13000000
2022,LIBTYPE000004,경복초등학교,서울,광진구,21262,0,4420,8019,13200000
2022,LIBTYPE000004,성동초등학교,서울,광진구,22029,0,9511,16666,20400000
2022,LIBTYPE000004,세종초등학교,서울,광진구,23485,0,6645,10976,15136000
2022,LIBTYPE000004,광남중학교,서울,광진구,20511,0,2885,4085,15900000
2022,LIBTYPE000004,광양중학교,서울,광진구,19514,0,2343,3007,6000000
2022,LIBTYPE000004,광장중학교,서울,광진구,20283,0,1558,2421,11860000
2022,LIBTYPE000004,광진중학교,서울,광진구,26263,0,969,1291,8800000
2022,LIBTYPE000004,구의중학교,서울,광진구,18768,0,700,828,5000000
2022,LIBTYPE000004,신양중학교,서울,광진구,22717,0,1968,2646,2000000
2022,LIBTYPE000004,용곡중학교,서울,광진구,20256,0,1631,2052,12700000
2022,LIBTYPE000004,자양중학교,서울,광진구,19319,0,461,653,11000000
2022,LIBTYPE000004,양진중학교,서울,광진구,22201,0,1698,2500,10000000
2022,LIBTYPE000004,건국대학교사범대학부속중학교,서울,광진구,16277,0,1001,1318,5000000
2022,LIBTYPE000004,동국대학교사범대학부속여자중학교,서울,광진구,17743,0,2260,3200,12553000
2022,LIBTYPE000004,대원국제중학교,서울,광진구,8101,0,501,1124,5000000
2022,LIBTYPE000004,청량고등학교,서울,동대문구,20408,1,2103,3437,16718000
2022,LIBTYPE000004,휘봉고등학교,서울,동대문구,12446,1,659,884,8000000
2022,LIBTYPE000004,경희고등학교,서울,동대문구,20769,1,620,883,15000000
2022,LIBTYPE000004,대광고등학교,서울,동대문구,31070,1,732,989,12580000
2022,LIBTYPE000004,동국대학교사범대학부속고등학교,서울,동대문구,15335,2,1152,1487,10800000
2022,LIBTYPE000004,경희여자고등학교,서울,동대문구,18678,0,626,736,5600000
2022,LIBTYPE000004,휘경여자고등학교,서울,동대문구,22450,1,587,1299,20891000
2022,LIBTYPE000004,해성여자고등학교,서울,동대문구,18906,1,1921,2748,13000000
2022,LIBTYPE000004,휘경공업고등학교,서울,동대문구,24229,0,305,1282,15000000
2022,LIBTYPE000004,정화여자상업고등학교,서울,동대문구,13194,0,289,454,1000000
2022,LIBTYPE000004,해성국제컨벤션고등학교,서울,동대문구,17783,1,665,1634,10000000
2022,LIBTYPE000004,서울군자초등학교,서울,동대문구,13580,0,7570,12180,12940000
2022,LIBTYPE000004,서울답십리초등학교,서울,동대문구,22595,0,1394,2525,23810000
2022,LIBTYPE000004,서울동답초등학교,서울,동대문구,24678,0,15637,27077,6000000
2022,LIBTYPE000004,서울배봉초등학교,서울,동대문구,30353,0,16126,25308,10200000
2022,LIBTYPE000004,서울신답초등학교,서울,동대문구,19270,0,1369,2080,11000000
2022,LIBTYPE000004,서울안평초등학교,서울,동대문구,22185,0,3167,3181,5000000
2022,LIBTYPE000004,서울용두초등학교,서울,동대문구,21405,0,12332,16756,5300000
2022,LIBTYPE000004,서울이문초등학교,서울,동대문구,33188,0,21242,25020,17000000
2022,LIBTYPE000004,서울장평초등학교,서울,동대문구,27158,0,3483,6077,13000000
2022,LIBTYPE000004,서울전곡초등학교,서울,동대문구,30587,0,6563,8867,7200000
2022,LIBTYPE000004,서울전농초등학교,서울,동대문구,34500,0,0,0,13000000
2022,LIBTYPE000004,서울전동초등학교,서울,동대문구,19417,0,16988,23137,15000000
2022,LIBTYPE000004,서울종암초등학교,서울,동대문구,25673,1,3895,8543,11950000
2022,LIBTYPE000004,서울청량초등학교,서울,동대문구,37525,0,20736,29721,20521000
2022,LIBTYPE000004,서울홍릉초등학교,서울,동대문구,22781,0,4895,6783,10810000
2022,LIBTYPE000004,서울홍파초등학교,서울,동대문구,26257,0,3290,7234,5000000
2022,LIBTYPE000004,서울휘경초등학교,서울,동대문구,23588,0,7722,15673,8800000
2022,LIBTYPE000004,서울휘봉초등학교,서울,동대문구,23049,0,8155,13138,13500000
2022,LIBTYPE000004,경희초등학교,서울,동대문구,24079,0,8415,15242,17460000
2022,LIBTYPE000004,서울삼육초등학교,서울,동대문구,38088,0,7038,11913,20000000
2022,LIBTYPE000004,은석초등학교,서울,동대문구,34710,0,13999,25691,10000000
2022,LIBTYPE000004,성일중학교,서울,동대문구,20982,0,1947,2832,9658000
2022,LIBTYPE000004,장평중학교,서울,동대문구,30017,0,1630,2083,500000
2022,LIBTYPE000004,전농중학교,서울,동대문구,17973,0,4659,4671,5000000
2022,LIBTYPE000004,전동중학교,서울,동대문구,13581,0,1114,1514,11210000
2022,LIBTYPE000004,청량중학교,서울,동대문구,21824,0,1244,2306,5000000
2022,LIBTYPE000004,휘경중학교,서울,동대문구,16929,0,1069,1356,8500000
2022,LIBTYPE000004,동대문중학교,서울,동대문구,23281,0,1148,1412,11851000
2022,LIBTYPE000004,숭인중학교,서울,동대문구,18750,0,851,1024,8830000
2022,LIBTYPE000004,전일중학교,서울,동대문구,18362,0,489,664,9822000
2022,LIBTYPE000004,경희중학교,서울,동대문구,20281,0,2573,3894,4500000
2022,LIBTYPE000004,대광중학교,서울,동대문구,17652,0,1082,1875,10900000
2022,LIBTYPE000004,동국대학교사범대학부속중학교,서울,동대문구,17179,0,1271,2028,13250000
2022,LIBTYPE000004,경희여자중학교,서울,동대문구,22896,0,1878,2998,7370000
2022,LIBTYPE000004,정화여자중학교,서울,동대문구,16629,0,958,1219,3500000
2022,LIBTYPE000004,휘경여자중학교,서울,동대문구,18628,0,1106,1481,11000000
2022,LIBTYPE000004,면목고등학교,서울,중랑구,18745,2,805,1003,15040000
2022,LIBTYPE000004,중화고등학교,서울,중랑구,17037,1,654,1162,13778000
2022,LIBTYPE000004,태릉고등학교,서울,중랑구,13682,1,1302,3175,22800000
2022,LIBTYPE000004,신현고등학교,서울,중랑구,18472,1,1050,1528,10800000
2022,LIBTYPE000004,원묵고등학교,서울,중랑구,24635,1,1171,1897,17163000
2022,LIBTYPE000004,송곡고등학교,서울,중랑구,27398,1,329,489,17640000
2022,LIBTYPE000004,송곡여자고등학교,서울,중랑구,27387,1,1548,2465,10000000
2022,LIBTYPE000004,혜원여자고등학교,서울,중랑구,37825,1,1295,1860,12800000
2022,LIBTYPE000004,송곡관광고등학교,서울,중랑구,14120,1,867,1376,7000000
2022,LIBTYPE000004,이화여자대학교병설미디어고등학교,서울,중랑구,15552,1,783,1615,9000000
2022,LIBTYPE000004,서울동원초등학교,서울,중랑구,24422,0,459,1836,6000000
2022,LIBTYPE000004,서울망우초등학교,서울,중랑구,27056,0,7666,9803,15000000
2022,LIBTYPE000004,서울면남초등학교,서울,중랑구,21176,0,5656,8545,9000000
2022,LIBTYPE000004,서울면동초등학교,서울,중랑구,28657,0,12917,18993,14000000
2022,LIBTYPE000004,서울면목초등학교,서울,중랑구,34168,0,16159,21468,8000000
2022,LIBTYPE000004,서울면북초등학교,서울,중랑구,21324,0,3366,4612,8600000
2022,LIBTYPE000004,서울면일초등학교,서울,중랑구,31033,0,6664,10309,15000000
2022,LIBTYPE000004,서울면중초등학교,서울,중랑구,16221,0,4991,6609,10100000
2022,LIBTYPE000004,서울묵동초등학교,서울,중랑구,19709,0,2356,2729,19346000
2022,LIBTYPE000004,서울봉화초등학교,서울,중랑구,20240,0,11346,29674,11000000
2022,LIBTYPE000004,서울상봉초등학교,서울,중랑구,26997,0,3693,6790,12000000
2022,LIBTYPE000004,서울신내초등학교,서울,중랑구,22309,1,8081,10722,10000000
2022,LIBTYPE000004,서울신묵초등학교,서울,중랑구,16192,0,7322,12859,10000000
2022,LIBTYPE000004,서울신현초등학교,서울,중랑구,23213,1,12557,23207,16910000
2022,LIBTYPE000004,서울원묵초등학교,서울,중랑구,28229,0,17351,26462,14704000
2022,LIBTYPE000004,서울중곡초등학교,서울,중랑구,25690,0,10629,22101,18300000
2022,LIBTYPE000004,서울중랑초등학교,서울,중랑구,21829,0,9470,11964,12740000
2022,LIBTYPE000004,서울중목초등학교,서울,중랑구,23609,0,7453,10213,14000000
2022,LIBTYPE000004,서울중화초등학교,서울,중랑구,35355,0,16799,23247,14000000
2022,LIBTYPE000004,서울중흥초등학교,서울,중랑구,21342,0,2941,3763,11000000
2022,LIBTYPE000004,서울묵현초등학교,서울,중랑구,27185,0,1666,3054,11685000
2022,LIBTYPE000004,서울새솔초등학교,서울,중랑구,16188,0,6010,10203,8200000
2022,LIBTYPE000004,금성초등학교,서울,중랑구,4360,0,190,1867,20000000
2022,LIBTYPE000004,서울양원숲초등학교,서울,중랑구,0,0,0,0,4000000
2022,LIBTYPE000004,동원중학교,서울,중랑구,22488,0,1555,2023,9900000
2022,LIBTYPE000004,면목중학교,서울,중랑구,17230,0,1325,1746,12400000
2022,LIBTYPE000004,봉화중학교,서울,중랑구,17917,0,726,808,5000000
2022,LIBTYPE000004,신현중학교,서울,중랑구,17367,0,1857,2620,10000000
2022,LIBTYPE000004,원묵중학교,서울,중랑구,27967,0,1791,2538,10600000
2022,LIBTYPE000004,장안중학교,서울,중랑구,25364,0,556,769,12500000
2022,LIBTYPE000004,중랑중학교,서울,중랑구,18419,0,1451,1772,6000000
2022,LIBTYPE000004,중화중학교,서울,중랑구,25707,0,1412,2170,11455000
2022,LIBTYPE000004,태릉중학교,서울,중랑구,21206,0,226,321,10000000
2022,LIBTYPE000004,용마중학교,서울,중랑구,16894,0,2954,3420,5677000
2022,LIBTYPE000004,상봉중학교,서울,중랑구,12699,0,647,901,11043000
2022,LIBTYPE000004,송곡여자중학교,서울,중랑구,15820,0,796,1223,11300000
2022,LIBTYPE000004,영란여자중학교,서울,중랑구,16939,0,2024,2480,12640000
2022,LIBTYPE000004,혜원여자중학교,서울,중랑구,13551,0,3601,4670,5000000
2022,LIBTYPE000004,서울대학교사범대학부설고등학교,서울,성북구,18403,1,1924,2994,20000000
2022,LIBTYPE000004,경동고등학교,서울,성북구,17065,1,444,780,15219000
2022,LIBTYPE000004,석관고등학교,서울,성북구,10189,1,673,1091,15400000
2022,LIBTYPE000004,고려대학교사범대학부속고등학교,서울,성북구,17010,2,947,1118,17540000
2022,LIBTYPE000004,용문고등학교,서울,성북구,13362,1,951,1642,8000000
2022,LIBTYPE000004,홍익대학교사범대학부속고등학교,서울,성북구,23989,1,319,2124,12760000
2022,LIBTYPE000004,계성고등학교,서울,성북구,20046,1,826,1201,9600000
2022,LIBTYPE000004,성신여자고등학교,서울,성북구,12742,0,143,200,8000000
2022,LIBTYPE000004,한성여자고등학교,서울,성북구,17418,1,748,1345,8000000
2022,LIBTYPE000004,대일외국어고등학교,서울,성북구,22491,0,135,269,6000000
2022,LIBTYPE000004,서울도시과학기술고등학교,서울,성북구,18163,0,247,849,16000000
2022,LIBTYPE000004,동구마케팅고등학교,서울,성북구,12998,1,1040,1554,5500000
2022,LIBTYPE000004,고명외식고등학교,서울,성북구,6698,0,18,28,3000000
2022,LIBTYPE000004,서울길음초등학교,서울,성북구,27123,0,11206,23561,18000000
2022,LIBTYPE000004,서울돈암초등학교,서울,성북구,30684,0,18304,24696,14733000
2022,LIBTYPE000004,서울동신초등학교,서울,성북구,23361,0,8672,17701,12800000
2022,LIBTYPE000004,서울미아초등학교,서울,성북구,31357,1,4905,9900,14760000
2022,LIBTYPE000004,서울삼선초등학교,서울,성북구,24663,0,14721,24322,11670000
2022,LIBTYPE000004,서울석관초등학교,서울,성북구,32363,0,11671,16553,13100000
2022,LIBTYPE000004,서울성북초등학교,서울,성북구,18917,0,4471,7152,9100000
2022,LIBTYPE000004,서울숭곡초등학교,서울,성북구,27690,2,2748,5383,12100000
2022,LIBTYPE000004,서울숭덕초등학교,서울,성북구,24037,0,16857,22186,14500000
2022,LIBTYPE000004,서울숭례초등학교,서울,성북구,16428,0,4069,5748,11962000
2022,LIBTYPE000004,서울숭인초등학교,서울,성북구,28999,0,2807,10658,12981000
2022,LIBTYPE000004,서울안암초등학교,서울,성북구,19902,0,1793,3222,10000000
2022,LIBTYPE000004,서울월곡초등학교,서울,성북구,19024,0,1400,2502,11748000
2022,LIBTYPE000004,서울장곡초등학교,서울,성북구,22552,0,13528,20592,10410000
2022,LIBTYPE000004,서울장위초등학교,서울,성북구,25276,0,93,433,21229000
2022,LIBTYPE000004,서울정덕초등학교,서울,성북구,20461,0,13005,21188,12966000
2022,LIBTYPE000004,서울정릉초등학교,서울,성북구,21588,0,21071,35026,12000000
2022,LIBTYPE000004,서울정수초등학교,서울,성북구,19535,0,4656,8778,10000000
2022,LIBTYPE000004,서울청덕초등학교,서울,성북구,21186,0,8834,9933,14000000
2022,LIBTYPE000004,서울일신초등학교,서울,성북구,25525,0,15306,20848,11500000
2022,LIBTYPE000004,서울개운초등학교,서울,성북구,19325,0,13295,21066,11485000
2022,LIBTYPE000004,서울석계초등학교,서울,성북구,24611,0,7454,10395,12000000
2022,LIBTYPE000004,서울길원초등학교,서울,성북구,24158,0,13514,19390,13801000
2022,LIBTYPE000004,서울장월초등학교,서울,성북구,26516,0,7528,14505,11000000
2022,LIBTYPE000004,광운초등학교,서울,성북구,21378,0,14441,27028,7500000
2022,LIBTYPE000004,대광초등학교,서울,성북구,16930,0,4065,5373,5000000
2022,LIBTYPE000004,매원초등학교,서울,성북구,35218,0,5882,11700,36000000
2022,LIBTYPE000004,성신초등학교,서울,성북구,16574,0,6457,10100,15200000
